Anuncio BOE,Cantidad reclamada,Cuenta expediente,Fecha de conclusión,Fecha de inicio,Forma adjudicación,Identificador,Importe del depósito,Lotes,Puja mínima,Tasación,Tipo de subasta,Tramos entre pujas,Valor subasta
BOE-B-2025-7888,"150.963,02 €",4513 4371 00 0620 20,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2024-237742,"9.292,80 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"185.856,00 €"
BOE-B-2025-8524,,,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-AT-2025-24R1586001157,"3.742,13 €",Sin lotes,"7.484,27 €","74.842,68 €",AGENCIA TRIBUTARIA,"2.000,00 €","74.842,68 €"
BOE-B-2025-7311,"107.417,51 €",1755 0000 06 0074 19,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241592,"3.625,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.450,00 €","72.500,00 €"
BOE-B-2025-9328,"6.434,50 €",5401 0000 06 1424 19,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243009,"1.998,27 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"799,30 €","39.965,48 €"
BOE-B-2025-9570,,,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-AT-2025-24R4686001770,"2.558,68 €",Sin lotes,"5.117,38 €","51.173,78 €",AGENCIA TRIBUTARIA,"1.000,00 €","51.173,78 €"
BOE-B-2025-9685,"36.613,94 €",2255 0000 06 0781 21,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-241175,"5.541,84 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.216,73 €","110.836,86 €"
BOE-B-2025-7237,"28.955,19 €",1328 0000 06 0439 20,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242627,"2.428,04 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"48.560,80 €"
BOE-B-2025-7403,"183.767,93 €",3728 3056 06 0061 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-235533,"13.470,91 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.694,19 €","269.418,31 €"
BOE-B-2025-7707,"99.254,70 €",,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-GA-2025-2802000132025,"24.813,68 €",Sin lotes,"99.254,70 €","116.770,24 €",ADMINISTRATIVA GENERAL,"500,00 €","99.254,70 €"
BOE-B-2024-39665,,,03-04-2025 00:55:15 CET  (ISO: 2025-04-03T00:55:15+02:00),05-11-2024 18:00:00 CET  (ISO: 2024-11-05T18:00:00+01:00),,SUB-AT-2024-24R4686001473,"1.832,88 €",Sin lotes,Sin puja mínima,"85.332,50 €",AGENCIA TRIBUTARIA,"1.000,00 €","36.657,72 €"
BOE-B-2025-9667,"116.080,42 €",3564 0000 06 0063 11,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2024-238220,"18.030,05 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"7.212,02 €","360.600,93 €"
BOE-B-2025-7250,"170.083,03 €",1845 0000 06 0682 15,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-243076,"11.565,00 €",Sin lotes,Sin puja mínima,"231.000,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"231.300,00 €"
BOE-B-2025-7221,"209.146,23 €",3267 0000 06 0003 24,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242770,"7.206,47 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.882,59 €","144.129,50 €"
BOE-B-2025-9457,"66.208,64 €",4513 4281 00 0989 18,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2024-235689,"9.223,36 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"184.467,23 €"
BOE-B-2025-7281,"115.655,52 €",2133 0000 06 0206 22,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-240464,"7.142,33 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"142.846,54 €"
BOE-B-2025-7788,"229.400,00 €",0519 0000 06 1332 21,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-242393,"11.755,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.702,00 €","235.100,00 €"
BOE-B-2025-7602,"196.449,86 €",0860 0000 06 2606 22,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-241488,"14.415,90 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.766,36 €","288.318,00 €"
BOE-B-2025-9689,"115.429,65 €",5132 0000 06 0056 21,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-243665,"7.942,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.176,80 €","158.840,00 €"
BOE-B-2025-9285,"65.847,31 €",3955 0000 06 0648 19,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243333,"12.702,50 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.803,75 €","254.050,00 €"
BOE-B-2025-7849,"210.469,16 €",2753 0000 06 0032 22,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2024-240199,"11.440,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"4.576,00 €","228.800,00 €"
BOE-B-2025-9881,"71.025,53 €",0856 0000 06 0617 17,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),,SUB-JA-2025-243613,"5.845,39 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.338,15 €","116.907,86 €"
BOE-B-2025-7339,"131.475,12 €",3006 0000 06 0654 19,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-229142,"7.890,36 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.156,14 €","157.807,35 €"
BOE-B-2025-8420,"78.939,96 €",3728 3108 06 0364 21,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2024-234394,"6.849,12 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.739,66 €","136.982,54 €"
BOE-B-2025-7857,"6.786,00 €",0257 0000 05 1140 08,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-242630,"3.890,90 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.556,36 €","77.818,06 €"
BOE-B-2025-8716,"236.232,23 €",3728 0895 06 1420 11,02-04-2025 18:00:00 CET  (ISO: 2025-04-02T18:00:00+02:00),13-03-2025 18:00:00 CET  (ISO: 2025-03-13T18:00:00+01:00),,SUB-JA-2025-242906,"8.996,59 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.799,33 €","179.931,95 €"
BOE-B-2025-7361,"5.121.205,42 €",5079 0000 06 1442 17,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2024-240380,"311.560,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"124.624,00 €","6.231.200,00 €"
BOE-B-2025-8287,"210.990,21 €",2363 0000 06 0176 22,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-242903,"12.224,27 €",Sin lotes,Sin puja mínima,"244.485,51 €",JUDICIAL EN VÍA DE APREMIO,"4.889,71 €","244.485,51 €"
BOE-B-2025-9308,"140.749,82 €",2918 0000 05 0017 23,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2024-235704,"13.860,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.544,00 €","277.200,00 €"
BOE-B-2025-7490,,,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-AT-2025-24R0886001568,"1.756,60 €",Sin lotes,"3.513,20 €","35.132,00 €",AGENCIA TRIBUTARIA,"1.000,00 €","35.132,00 €"
BOE-B-2025-7869,"7.426,76 €",3118 0000 05 0007 24,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-243404,"331,78 €",Sin lotes,Sin puja mínima,"6.635,77 €",JUDICIAL EN VÍA DE APREMIO,"132,71 €","6.635,77 €"
BOE-B-2025-8350,"404.173,35 €",2994 0000 06 0637 23,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243712,"43.717,25 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"17.486,90 €","874.345,13 €"
BOE-B-2025-7787,"35.146,66 €",2813 0000 06 0078 22,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2023-222182,"3.150,00 €",Sin lotes,Sin puja mínima,"63.000,00 €",JUDICIAL EN VÍA DE APREMIO,"1.260,00 €","63.000,00 €"
BOE-B-2025-7412,"140.358,22 €",3728 4161 06 0120 20,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-240360,"9.379,51 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.875,91 €","187.590,00 €"
BOE-B-2025-8396,"92.492,31 €",0861 0000 05 0237 21,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243208,"7.870,10 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.148,04 €","157.402,00 €"
BOE-B-2025-8282,"157.727,97 €",3736 0000 78 0020 19,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JV-2025-243812,"12.000,35 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL VOLUNTARIA,"4.800,14 €","240.007,00 €"
BOE-B-2025-9342,"0,00 €",2529 0000 05 0205 21,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JV-2025-243773,"228.087,50 €",Sin lotes,"3.193.225,00 €","4.561.750,00 €",JUDICIAL VOLUNTARIA,"91.235,00 €","4.561.750,00 €"
BOE-B-2025-7616,"145.867,20 €",0864 0000 06 0760 21,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-241390,"7.403,75 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.961,50 €","148.075,00 €"
BOE-B-2025-7328,"108.378,23 €",0455 0000 06 0439 14,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241725,"9.438,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.775,20 €","188.760,00 €"
BOE-B-2025-8367,"109.237,44 €",2883 0000 06 0217 22,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243807,"7.215,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.886,00 €","144.300,00 €"
BOE-B-2024-37620,,,28-03-2025 10:41:52 CET  (ISO: 2025-03-28T10:41:52+01:00),22-10-2024 18:00:00 CET  (ISO: 2024-10-22T18:00:00+02:00),,SUB-AT-2024-24R4786001006,"8.366,73 €",Sin lotes,Sin puja mínima,"167.334,72 €",AGENCIA TRIBUTARIA,"2.000,00 €","167.334,72 €"
BOE-B-2025-9333,"11.898,33 €",2134 0000 05 0048 18,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-244086,"1.088,13 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"21.762,76 €"
BOE-B-2025-9729,"197.811,09 €",4513 4408 00 0441 24,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-243875,"13.989,63 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"279.792,63 €"
BOE-B-2025-7643,"50.950,16 €",4513 5130 00 0271 21,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-243407,"8.558,16 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"171.163,25 €"
BOE-B-2025-7875,"755.946,12 €",4334 0000 06 0557 09,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-242739,"137.434,15 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"54.973,66 €","2.748.683,00 €"
BOE-B-2025-9678,"175.987,59 €",3527 0000 05 0448 23,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-243845,"13.260,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.304,00 €","265.200,00 €"
BOE-B-2025-9879,"58.447,90 €",2244 0000 05 0148 21,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),,SUB-JA-2025-241659,"4.610,94 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.844,38 €","92.218,79 €"
BOE-B-2025-8296,"61.484,43 €",1511 0000 06 0096 17,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-242563,"3.579,95 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"1.431,98 €","71.598,91 €"
BOE-B-2025-9326,"36.516,37 €",2054 0000 05 0324 23,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243900,"5.418,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.167,20 €","108.360,00 €"
BOE-B-2025-7355,"35.818,05 €",4307 0000 06 0183 23,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-241650,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-8812,"133.010,81 €",5195 0000 05 0401 17,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),,SUB-JA-2025-243569,"9.443,74 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.777,49 €","188.874,80 €"
BOE-B-2025-7323,"98.752,12 €",3362 0000 06 0177 21,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-241950,"8.830,85 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.532,34 €","176.616,96 €"
BOE-B-2025-8407,"1,00 €",5459 0000 52 0112 12,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JC-2025-238386,"8.875,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL CONCURSAL,Sin tramos,"177.500,00 €"
BOE-B-2025-8393,"405.396,03 €",2079 0000 06 0426 10,31-03-2025 18:00:00 CET  (ISO: 2025-03-31T18:00:00+02:00),11-03-2025 18:00:00 CET  (ISO: 2025-03-11T18:00:00+01:00),,SUB-JA-2025-243263,"8.200,00 €",Sin lotes,Sin puja mínima,"164.000,00 €",JUDICIAL EN VÍA DE APREMIO,"3.280,00 €","164.000,00 €"
BOE-B-2025-7566,"79.089,42 €",0884 0000 06 1425 21,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-243077,"7.794,48 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.117,79 €","155.889,73 €"
BOE-B-2025-8696,"39.693,61 €",3441 0000 05 0068 18,02-04-2025 18:00:00 CET  (ISO: 2025-04-02T18:00:00+02:00),13-03-2025 18:00:00 CET  (ISO: 2025-03-13T18:00:00+01:00),,SUB-JA-2025-243732,"4.308,00 €",Sin lotes,Sin puja mínima,"86.160,00 €",JUDICIAL EN VÍA DE APREMIO,"1.723,20 €","86.160,00 €"
BOE-B-2025-9314,"57.790,84 €",4956 0000 06 0408 22,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2025-243201,"4.689,09 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,Sin tramos,"93.781,80 €"
BOE-B-2025-7876,"28.666,72 €",2214 0000 06 0091 21,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),,SUB-JA-2025-243045,"2.997,89 €",Sin lotes,Sin puja mínima,"97.602,00 €",JUDICIAL EN VÍA DE APREMIO,"1.199,15 €","59.957,72 €"
BOE-B-2025-7632,"161.143,28 €",4228 0000 06 3645 21,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-241862,"12.776,29 €",Sin lotes,Sin puja mínima,"255.525,88 €",JUDICIAL EN VÍA DE APREMIO,"5.110,51 €","255.525,88 €"
BOE-B-2025-7591,"386.847,68 €",1922 0000 06 1399 18,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-242391,Ver importe de consignación de cada lote (adjudicación independiente),3,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-9899,"96.000,00 €",2459 0000 00 0105 21,10-04-2025 18:00:00 CET  (ISO: 2025-04-10T18:00:00+02:00),21-03-2025 18:00:00 CET  (ISO: 2025-03-21T18:00:00+01:00),,SUB-JA-2025-244264,"8.431,66 €",Sin lotes,"200,00 €","0,00 €",JUDICIAL EN VÍA DE APREMIO,"3.372,67 €","168.633,32 €"
BOE-B-2025-8825,"181.303,10 €",5170 0000 06 0164 19,03-04-2025 18:00:00 CET  (ISO: 2025-04-03T18:00:00+02:00),14-03-2025 18:00:00 CET  (ISO: 2025-03-14T18:00:00+01:00),,SUB-JA-2024-239258,"114.910,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"45.964,00 €","2.298.200,00 €"
BOE-B-2025-7790,"71.483,42 €",2020 0000 06 1003 23,27-03-2025 18:00:00 CET  (ISO: 2025-03-27T18:00:00+01:00),07-03-2025 18:00:00 CET  (ISO: 2025-03-07T18:00:00+01:00),Separada para cada lote,SUB-JA-2025-242745,Ver importe de consignación de cada lote (adjudicación independiente),2,Ver puja mínima de cada lote (adjudicación independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),JUDICIAL EN VÍA DE APREMIO,Ver tramos de cada lote (adjudicación independiente),Ver valor de subasta en cada lote (los lotes se subastan de forma independiente)
BOE-B-2025-7600,"277.119,78 €",0771 0000 06 0176 22,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-241960,"13.770,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.508,00 €","275.400,00 €"
BOE-B-2025-9730,"67.125,61 €",5359 0000 06 0181 23,09-04-2025 18:00:00 CET  (ISO: 2025-04-09T18:00:00+02:00),20-03-2025 18:00:00 CET  (ISO: 2025-03-20T18:00:00+01:00),,SUB-JA-2025-242182,"6.039,15 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.415,66 €","120.783,00 €"
BOE-B-2025-7606,"276.453,59 €",2691 0000 06 1180 09,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-242649,"20.694,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"8.277,60 €","413.880,00 €"
BOE-B-2025-7468,,,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-AT-2025-24R0786001093,"5.414,84 €",Sin lotes,Sin puja mínima,"175.796,82 €",AGENCIA TRIBUTARIA,"2.000,00 €","108.296,82 €"
BOE-B-2025-7322,"102.914,87 €",3350 0000 06 0001 23,24-03-2025 18:00:00 CET  (ISO: 2025-03-24T18:00:00+01:00),04-03-2025 18:00:00 CET  (ISO: 2025-03-04T18:00:00+01:00),,SUB-JA-2025-242292,"6.515,00 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"2.606,00 €","130.300,00 €"
BOE-B-2025-7589,"223.273,13 €",0738 0000 06 0570 17,26-03-2025 18:00:00 CET  (ISO: 2025-03-26T18:00:00+01:00),06-03-2025 18:00:00 CET  (ISO: 2025-03-06T18:00:00+01:00),,SUB-JA-2025-242553,"14.603,48 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"5.841,39 €","292.069,75 €"
BOE-B-2025-9343,"280.858,77 €",5066 0000 06 0323 17,07-04-2025 18:00:00 CET  (ISO: 2025-04-07T18:00:00+02:00),18-03-2025 18:00:00 CET  (ISO: 2025-03-18T18:00:00+01:00),,SUB-JA-2024-234821,"15.052,20 €",Sin lotes,Sin puja mínima,"0,00 €",JUDICIAL EN VÍA DE APREMIO,"6.020,88 €","301.044,17 €"
